pistetunnus;sijainti;pvm;suunta;suuntaselite;kaista;jaottelu;ajoneuvoluokka;00_01;01_02;02_03;03_04;04_05;05_06;06_07;07_08;08_09;09_10;10_11;11_12;12_13;13_14;14_15;15_16;16_17;17_18;18_19;19_20;20_21;21_22;22_23;23_24;yhteensa
149;st101_Malmi;20220107;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;177;108;72;59;95;271;830;1182;1138;1263;1330;1577;1799;2060;2232;2388;2076;1946;1605;1232;975;787;535;340;26077
149;st101_Malmi;20220107;2;Tapiola;*;Ajoneuvoluokka;HA - PA;181;123;71;73;136;406;1354;1563;1354;1355;1420;1581;1750;2018;2166;2426;2324;2054;1686;1351;1134;811;537;384;28258
149;st101_Malmi;20220108;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;240;182;124;85;89;126;249;364;417;837;1154;1390;1740;1887;1950;1815;1683;1471;1287;1003;785;695;495;341;20409
149;st101_Malmi;20220108;2;Tapiola;*;Ajoneuvoluokka;HA - PA;233;187;141;95;114;158;377;347;490;742;1109;1321;1703;1976;2057;1979;1864;1734;1615;1306;1055;824;599;396;22422
149;st101_Malmi;20220109;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;273;183;160;91;85;95;177;242;312;531;847;1149;1487;1634;1900;1852;1774;1602;1477;1137;869;671;383;189;19120
149;st101_Malmi;20220109;2;Tapiola;*;Ajoneuvoluokka;HA - PA;309;197;169;121;95;132;245;299;327;529;802;1138;1574;1839;2113;2238;2157;2120;1822;1512;1146;773;460;255;22372
149;st101_Malmi;20220110;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;142;87;73;51;108;343;1297;1805;1785;1435;1313;1441;1486;1617;2088;2774;2456;2049;1646;1250;956;688;450;194;27534
149;st101_Malmi;20220110;2;Tapiola;*;Ajoneuvoluokka;HA - PA;161;109;74;80;120;615;2231;2384;2021;1670;1423;1581;1532;1651;1992;2639;2387;1948;1642;1288;1098;678;458;203;29985
149;st101_Malmi;20220111;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;123;73;59;37;97;311;1229;1751;1723;1267;1272;1376;1485;1705;2132;2703;2477;2083;1671;1347;1069;765;434;234;27423
149;st101_Malmi;20220111;2;Tapiola;*;Ajoneuvoluokka;HA - PA;141;87;65;56;123;601;2166;2217;2020;1530;1384;1416;1498;1669;2009;2607;2297;2071;1613;1315;1155;700;474;223;29437
149;st101_Malmi;20220112;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;131;79;61;68;92;329;1274;1793;1767;1355;1301;1395;1500;1722;2192;2774;2378;2023;1705;1335;1057;753;480;225;27789
149;st101_Malmi;20220112;2;Tapiola;*;Ajoneuvoluokka;HA - PA;123;78;65;82;142;612;2145;2342;1956;1613;1444;1571;1510;1731;2050;2468;2462;1912;1650;1335;1168;706;444;227;29836
149;st101_Malmi;20220113;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;134;93;69;53;100;331;1282;1699;1751;1390;1337;1490;1553;1758;1973;1638;2589;2110;1789;1372;1106;793;474;221;27105
149;st101_Malmi;20220113;2;Tapiola;*;Ajoneuvoluokka;HA - PA;128;90;63;62;118;588;2170;2292;1927;1587;1427;1504;1589;1779;2198;2825;2400;2084;1792;1421;1132;745;453;226;30600
149;st101_Malmi;20220114;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;146;74;70;67;103;320;1236;1671;1658;1431;1341;1563;1647;2040;2641;2780;2647;2207;1784;1396;1069;827;582;366;29666
149;st101_Malmi;20220114;2;Tapiola;*;Ajoneuvoluokka;HA - PA;153;80;88;72;134;580;2106;2155;1850;1501;1492;1545;1715;2046;2322;2675;2433;2167;1813;1428;1126;876;571;352;31280
149;st101_Malmi;20220115;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;269;206;154;105;103;151;281;401;577;1121;1508;1796;2050;2110;2118;2130;1953;1671;1520;1051;817;797;592;400;23881
149;st101_Malmi;20220115;2;Tapiola;*;Ajoneuvoluokka;HA - PA;272;213;149;112;103;182;394;418;598;957;1344;1727;1938;2139;2375;2248;2165;1822;1700;1190;1023;825;634;415;24943
149;st101_Malmi;20220116;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;338;233;168;115;101;102;163;258;372;739;1015;1412;1712;1829;1911;1966;1710;1604;1419;1061;821;658;357;234;20298
149;st101_Malmi;20220116;2;Tapiola;*;Ajoneuvoluokka;HA - PA;324;234;170;115;99;150;215;234;329;609;957;1407;1652;2072;2172;2216;2091;2030;1825;1316;1002;712;442;240;22613
149;st101_Malmi;20220117;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;127;87;67;41;92;344;1296;1625;1705;1449;1183;1202;1321;1561;2064;2484;2222;1953;1607;1229;1004;690;486;227;26066
149;st101_Malmi;20220117;2;Tapiola;*;Ajoneuvoluokka;HA - PA;139;85;73;64;114;619;2110;2191;2000;1596;1283;1327;1492;1560;1862;2396;2390;1925;1610;1317;1064;699;491;204;28611
149;st101_Malmi;20220118;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;152;83;64;58;110;330;1335;1779;1844;1417;1311;1338;1555;1639;2173;2611;2439;2133;1712;1368;1053;793;405;214;27916
149;st101_Malmi;20220118;2;Tapiola;*;Ajoneuvoluokka;HA - PA;172;91;67;44;114;596;2190;2276;2094;1657;1432;1517;1609;1769;2191;2565;2379;2064;1766;1438;1186;728;430;205;30580
149;st101_Malmi;20220119;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;134;68;51;47;82;326;1328;1728;1825;1380;1280;1402;1510;1687;2159;2735;2556;2164;1773;1352;1065;768;492;237;28149
149;st101_Malmi;20220119;2;Tapiola;*;Ajoneuvoluokka;HA - PA;151;70;60;54;96;629;2137;2293;1980;1673;1408;1470;1666;1826;2079;2565;2336;2112;1702;1409;1220;721;462;235;30354
149;st101_Malmi;20220120;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;118;67;70;48;102;356;1269;1662;1728;1331;1255;1327;1364;1610;2068;2368;2354;1912;1657;1278;951;746;473;236;26350
149;st101_Malmi;20220120;2;Tapiola;*;Ajoneuvoluokka;HA - PA;134;78;67;67;132;616;2137;2298;1898;1447;1345;1459;1553;1704;1917;2411;2204;1939;1648;1284;1088;776;481;232;28915
149;st101_Malmi;20220121;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;149;106;87;78;95;338;1205;1648;1769;1370;1392;1554;1786;2018;2436;2837;2390;2161;1881;1350;1115;817;609;389;29580
149;st101_Malmi;20220121;2;Tapiola;*;Ajoneuvoluokka;HA - PA;161;104;76;77;135;564;2014;2173;1913;1538;1412;1619;1715;2093;2318;2618;2365;1965;1782;1387;1178;807;611;379;31004
149;st101_Malmi;20220122;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;284;177;126;111;125;160;255;423;673;1116;1613;1770;2182;2109;2198;1993;1728;1848;1466;1037;878;694;564;396;23926
149;st101_Malmi;20220122;2;Tapiola;*;Ajoneuvoluokka;HA - PA;290;194;138;121;118;185;380;448;589;989;1288;1713;2110;2199;2183;2270;2037;1855;1654;1304;1028;747;557;415;24812
149;st101_Malmi;20220123;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;297;232;137;137;106;97;177;259;358;620;895;1229;1533;1711;1936;1940;1808;1669;1497;1152;903;658;436;229;20016
149;st101_Malmi;20220123;2;Tapiola;*;Ajoneuvoluokka;HA - PA;329;215;181;114;92;152;244;300;364;643;889;1219;1680;1910;2054;2120;2124;1975;1921;1491;1005;753;465;221;22461
149;st101_Malmi;20220124;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;126;94;71;59;100;373;1301;1838;1811;1354;1315;1375;1439;1675;2158;2820;2486;2031;1668;1234;1042;660;451;245;27726
149;st101_Malmi;20220124;2;Tapiola;*;Ajoneuvoluokka;HA - PA;136;120;84;71;133;617;2217;2435;2047;1658;1404;1425;1575;1701;2034;2536;2396;1889;1648;1336;1107;680;437;210;29896
149;st101_Malmi;20220125;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;115;70;52;60;102;325;1327;1841;1859;1480;1391;1468;1560;1730;2254;2884;2671;2219;1836;1358;1095;760;506;239;29202
149;st101_Malmi;20220125;2;Tapiola;*;Ajoneuvoluokka;HA - PA;165;83;68;77;125;606;2182;2379;2198;1697;1490;1516;1644;1776;2133;2666;2512;2103;1825;1484;1145;757;474;235;31340
149;st101_Malmi;20220126;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;117;90;58;58;110;354;1326;1817;1885;1459;1291;1445;1565;1726;2219;2673;2020;2096;1674;1358;1102;835;475;243;27996
149;st101_Malmi;20220126;2;Tapiola;*;Ajoneuvoluokka;HA - PA;136;109;73;76;110;625;2156;2485;2051;1686;1421;1560;1727;1713;2103;2555;2405;2076;1803;1416;1211;789;473;237;30996
149;st101_Malmi;20220127;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;122;95;71;54;102;364;1307;1833;1787;1514;1263;1411;1570;1812;2266;2597;2415;2036;1775;1341;1053;779;510;257;28334
149;st101_Malmi;20220127;2;Tapiola;*;Ajoneuvoluokka;HA - PA;151;98;73;53;145;628;2143;2345;2066;1676;1402;1579;1675;1883;2056;2593;2407;2043;1803;1393;1149;784;493;231;30869
149;st101_Malmi;20220128;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;127;85;59;67;94;359;1147;1685;1742;1405;1458;1574;1781;2041;2611;2807;2231;2310;1909;1375;1169;888;584;403;29911
149;st101_Malmi;20220128;2;Tapiola;*;Ajoneuvoluokka;HA - PA;146;108;83;56;157;576;2020;2219;1940;1606;1402;1625;1856;2077;2253;2650;2449;2224;1864;1489;1233;900;631;366;31930
149;st101_Malmi;20220129;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;263;186;141;121;116;148;287;418;669;1167;1522;1755;1875;2072;2129;1876;1512;1282;1091;741;666;573;434;340;21384
149;st101_Malmi;20220129;2;Tapiola;*;Ajoneuvoluokka;HA - PA;278;179;148;122;120;150;399;471;599;1061;1496;1878;2010;2182;2096;1878;1600;1464;1221;976;771;602;481;301;22483
149;st101_Malmi;20220130;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;275;200;168;125;106;117;163;234;281;448;636;960;1215;1381;1598;1566;1544;1450;1352;1000;828;656;413;232;16948
149;st101_Malmi;20220130;2;Tapiola;*;Ajoneuvoluokka;HA - PA;271;231;189;138;145;122;227;240;318;482;673;971;1293;1547;1778;1792;1753;1740;1659;1311;924;640;421;223;19088
149;st101_Malmi;20220131;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;138;86;77;41;106;372;1212;1702;1801;1329;1234;1356;1435;1580;2042;2259;1748;1695;1758;1300;1054;740;461;247;25773
149;st101_Malmi;20220131;2;Tapiola;*;Ajoneuvoluokka;HA - PA;158;97;80;92;172;602;1969;2314;2119;1665;1296;1433;1524;1686;1967;2319;2362;2022;1728;1391;1095;744;488;212;29535
149;st101_Malmi;20220201;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;129;96;59;45;88;333;1352;1829;1871;1459;1294;1401;1523;1688;2164;2571;2121;2265;1901;1468;1164;830;528;275;28454
149;st101_Malmi;20220201;2;Tapiola;*;Ajoneuvoluokka;HA - PA;159;74;63;59;135;642;2190;2496;2235;1706;1471;1483;1684;1746;2085;2548;2469;2138;1810;1525;1252;901;549;259;31679
149;st101_Malmi;20220202;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;;;64;53;108;357;1319;1770;1840;1400;1283;1470;1606;1703;2266;2895;2555;2323;1956;1519;1256;879;571;265;29458
149;st101_Malmi;20220202;2;Tapiola;*;Ajoneuvoluokka;HA - PA;;;63;63;147;639;2178;2395;2139;1658;1444;1544;1606;1773;2073;2607;2501;2226;1878;1518;1410;856;550;258;31526
149;st101_Malmi;20220203;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;135;99;64;51;104;339;1303;1858;1928;1385;1352;1469;1614;1710;2257;2648;2296;2264;1984;1652;1160;920;528;291;29411
149;st101_Malmi;20220203;2;Tapiola;*;Ajoneuvoluokka;HA - PA;174;93;57;70;141;635;2220;2369;2225;1705;1425;1537;1656;1808;2140;2721;2589;2287;1915;1491;1368;973;509;265;32373
149;st101_Malmi;20220204;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;154;105;59;52;88;370;1211;1696;1761;1453;1386;1588;1842;2109;2611;2717;2251;2197;1798;1255;1078;861;547;393;29582
149;st101_Malmi;20220204;2;Tapiola;*;Ajoneuvoluokka;HA - PA;162;77;70;68;127;599;2156;2281;2086;1636;1497;1603;1814;2011;2442;2752;2563;2122;1794;1365;1117;830;619;409;32200
149;st101_Malmi;20220205;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;294;197;127;113;110;159;291;385;550;809;1090;1184;1351;1541;1587;1703;1512;1415;1300;955;828;746;566;388;19201
149;st101_Malmi;20220205;2;Tapiola;*;Ajoneuvoluokka;HA - PA;238;172;145;125;124;182;426;436;542;799;947;1327;1376;1614;1528;1640;1648;1531;1370;1100;943;752;603;425;19993
149;st101_Malmi;20220206;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;305;220;175;123;103;108;177;306;409;655;1003;1276;1543;1615;1871;1920;1748;1702;1516;1231;883;675;461;239;20264
149;st101_Malmi;20220206;2;Tapiola;*;Ajoneuvoluokka;HA - PA;290;222;190;130;111;157;264;307;385;676;992;1309;1509;1814;1998;1997;2090;2062;1864;1490;1157;773;482;257;22526
149;st101_Malmi;20220207;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;151;98;62;48;104;384;1293;1829;1828;1465;1287;1388;1479;1676;2129;2843;2594;2026;1312;1449;1131;872;509;251;28208
149;st101_Malmi;20220207;2;Tapiola;*;Ajoneuvoluokka;HA - PA;137;109;79;69;127;628;2229;2481;2214;1656;1351;1429;1528;1715;2086;2587;2510;2049;1660;1487;1211;842;526;246;30956
149;st101_Malmi;20220208;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;160;82;56;60;87;345;1359;1858;1915;1428;1325;1405;1424;1747;2158;2312;2180;2159;1785;1469;1219;854;524;231;28142
149;st101_Malmi;20220208;2;Tapiola;*;Ajoneuvoluokka;HA - PA;133;76;62;64;115;599;2280;2464;2292;1720;1380;1456;1636;1746;2035;2664;2400;2089;1697;1552;1255;832;523;216;31286
149;st101_Malmi;20220209;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;153;98;58;43;77;361;1357;1845;2044;1494;1351;1376;1523;1689;2228;2774;2499;2333;1913;1565;1277;918;555;305;29836
149;st101_Malmi;20220209;2;Tapiola;*;Ajoneuvoluokka;HA - PA;167;86;70;75;126;618;2161;2554;2346;1674;1481;1509;1620;1751;2079;2562;2511;2126;1835;1636;1411;884;561;240;32083
149;st101_Malmi;20220210;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;141;95;53;51;103;348;1299;1885;1903;1463;1282;1459;1592;1861;2297;2796;2706;2336;2009;1652;1227;945;582;319;30404
149;st101_Malmi;20220210;2;Tapiola;*;Ajoneuvoluokka;HA - PA;151;90;74;73;125;614;2216;2523;2300;1694;1447;1509;1706;1786;2199;2618;2520;2206;1896;1591;1392;985;587;284;32586
149;st101_Malmi;20220211;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;168;92;63;57;96;365;1281;1695;1823;1413;1383;1644;1956;2169;2732;2905;2420;2329;2044;1504;1192;923;705;445;31404
149;st101_Malmi;20220211;2;Tapiola;*;Ajoneuvoluokka;HA - PA;176;88;70;95;155;578;2076;2419;2019;1599;1502;1676;1796;2077;2484;2723;2609;2261;1852;1601;1285;1004;701;459;33305
149;st101_Malmi;20220212;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;307;200;145;117;90;179;316;476;814;1211;1646;1907;2182;2310;2308;2240;2093;1802;1579;1259;1013;807;593;463;26057
149;st101_Malmi;20220212;2;Tapiola;*;Ajoneuvoluokka;HA - PA;316;198;134;123;94;167;423;495;749;1097;1461;1840;2184;2318;2336;2231;2242;2088;1825;1543;1226;969;661;520;27240
149;st101_Malmi;20220213;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;307;216;137;116;103;115;186;329;409;682;978;1428;1717;1975;2084;2063;1982;1789;1628;1314;957;774;466;243;21998
149;st101_Malmi;20220213;2;Tapiola;*;Ajoneuvoluokka;HA - PA;361;239;179;111;106;156;270;313;409;735;998;1324;1815;2100;2328;2461;2178;2228;2048;1608;1249;826;528;249;24819
149;st101_Malmi;20220214;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;150;85;65;52;102;391;1386;1764;1928;1515;1263;1332;1438;1673;2167;2712;2415;2154;1700;1421;1213;872;567;302;28667
149;st101_Malmi;20220214;2;Tapiola;*;Ajoneuvoluokka;HA - PA;175;92;62;62;148;662;2273;2434;2349;1662;1380;1446;1578;1722;2038;2647;2418;2130;1755;1510;1265;854;564;292;31518
149;st101_Malmi;20220215;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;177;84;63;48;95;375;1388;1851;2020;1516;1349;1391;1534;1750;2187;2816;2279;2160;1823;1473;1232;874;498;289;29272
149;st101_Malmi;20220215;2;Tapiola;*;Ajoneuvoluokka;HA - PA;169;88;92;73;128;625;2218;2540;2275;1671;1463;1603;1595;1686;2091;2425;2459;2098;1733;1501;1295;875;581;248;31532
149;st101_Malmi;20220216;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;163;86;57;58;103;340;1358;1878;2067;1460;1311;1359;1515;1555;2239;2725;2394;2269;1855;1537;1277;1029;546;305;29486
149;st101_Malmi;20220216;2;Tapiola;*;Ajoneuvoluokka;HA - PA;184;99;70;76;141;653;2186;2488;2319;1694;1390;1452;1562;1706;2146;2626;2592;2167;1862;1508;1365;986;558;262;32092
149;st101_Malmi;20220217;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;169;89;70;57;113;349;1327;1772;1929;1487;1289;1388;1503;1691;2051;2190;2455;2246;1774;1473;1176;908;535;296;28337
149;st101_Malmi;20220217;2;Tapiola;*;Ajoneuvoluokka;HA - PA;186;85;75;71;142;619;2123;2375;2249;1682;1377;1599;1581;1782;2010;2421;2078;1940;1655;1470;1295;879;575;295;30564
149;st101_Malmi;20220218;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;156;86;53;71;110;394;1249;1638;1921;1601;1487;1674;1928;2302;2471;1847;1997;2235;2016;1460;1144;917;659;400;29816
149;st101_Malmi;20220218;2;Tapiola;*;Ajoneuvoluokka;HA - PA;197;90;76;79;149;621;1986;2341;2092;1701;1473;1661;1819;2066;2358;2744;2472;2152;1877;1444;1296;882;631;444;32651
149;st101_Malmi;20220219;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;314;182;143;128;141;221;423;570;764;1324;1730;1923;2086;2113;2170;2048;1812;1670;1486;1146;841;731;562;435;24963
149;st101_Malmi;20220219;2;Tapiola;*;Ajoneuvoluokka;HA - PA;338;200;157;107;130;231;430;461;591;960;1388;1658;1955;2056;2170;2005;1911;1727;1586;1291;1098;820;652;556;24478
149;st101_Malmi;20220220;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;353;249;182;150;110;129;226;328;415;944;1290;1659;1765;1950;1964;1970;1826;1666;1480;1176;962;719;488;246;22247
149;st101_Malmi;20220220;2;Tapiola;*;Ajoneuvoluokka;HA - PA;368;261;175;130;131;179;274;280;355;735;1059;1438;1729;2044;2055;2119;2096;2046;1933;1516;1132;780;526;302;23663
149;st101_Malmi;20220221;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;157;118;86;50;100;358;1295;1570;1643;1470;1552;1466;1638;1753;2024;1485;1669;1492;1141;971;770;638;427;269;24142
149;st101_Malmi;20220221;2;Tapiola;*;Ajoneuvoluokka;HA - PA;187;116;79;73;133;639;2190;2164;1881;1605;1477;1575;1540;1743;1994;2190;1847;1480;1181;887;908;664;443;231;27227
149;st101_Malmi;20220222;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;150;87;75;75;105;304;1006;1365;1336;1245;1072;1248;1352;1521;1884;2155;2256;1987;1638;1280;1063;837;541;309;24891
149;st101_Malmi;20220222;2;Tapiola;*;Ajoneuvoluokka;HA - PA;171;116;79;99;155;515;1678;1940;1684;1367;1194;1287;1400;1551;1746;2252;2089;1818;1721;1428;1133;868;511;309;27111
149;st101_Malmi;20220223;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;174;102;67;59;92;336;1182;1494;1518;1339;1501;1601;1674;1852;2181;2693;2425;2207;1746;1454;1163;912;555;315;28642
149;st101_Malmi;20220223;2;Tapiola;*;Ajoneuvoluokka;HA - PA;159;119;62;70;135;573;1914;2015;1787;1482;1444;1549;1674;1810;2073;2560;2507;2208;1760;1510;1364;890;592;251;30508
149;st101_Malmi;20220224;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;205;103;78;67;116;327;1232;1504;1543;1498;1409;1612;1632;1857;2183;2685;2243;2092;1728;1348;1166;887;528;277;28320
149;st101_Malmi;20220224;2;Tapiola;*;Ajoneuvoluokka;HA - PA;176;124;78;66;135;646;2113;2160;1745;1578;1388;1491;1668;1862;2154;2525;2417;2080;1734;1351;1314;886;591;326;30608
149;st101_Malmi;20220225;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;154;90;72;82;104;333;1160;1418;1422;1316;1407;1549;1778;1932;2368;2389;2260;1974;1654;1341;1030;873;586;405;27697
149;st101_Malmi;20220225;2;Tapiola;*;Ajoneuvoluokka;HA - PA;176;102;87;82;137;592;1878;1994;1646;1519;1365;1592;1698;1967;2254;2564;2375;2160;1748;1413;1238;951;715;465;30718
149;st101_Malmi;20220226;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;324;195;148;101;119;161;295;416;727;1310;1595;1694;2010;1948;2051;1934;1847;1728;1473;1160;936;756;598;490;24016
149;st101_Malmi;20220226;2;Tapiola;*;Ajoneuvoluokka;HA - PA;345;218;168;129;127;185;398;416;611;1060;1370;1647;1874;2160;2261;2281;2208;2298;2073;1818;1433;1054;787;609;27530
149;st101_Malmi;20220227;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;342;265;160;132;96;119;194;291;454;799;1166;1481;1699;1911;2032;2046;1920;1841;1719;1374;1057;714;545;276;22633
149;st101_Malmi;20220227;2;Tapiola;*;Ajoneuvoluokka;HA - PA;418;287;189;133;121;143;256;285;385;645;1055;1410;1882;2170;2404;2449;2443;2491;2401;1890;1397;920;594;313;26681
149;st101_Malmi;20220228;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;154;101;73;54;104;381;1354;1875;2022;1505;1387;1449;1506;1771;2156;2942;2704;2215;1840;1514;1315;932;553;289;30196
149;st101_Malmi;20220228;2;Tapiola;*;Ajoneuvoluokka;HA - PA;183;120;59;68;118;649;2294;2446;2415;1826;1381;1630;1637;1803;2070;2636;2654;2308;1940;1635;1291;899;595;315;32972
149;st101_Malmi;20220301;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;154;90;79;53;106;327;1326;1964;2099;1528;1367;1448;1601;1726;2172;2131;1857;2543;1901;1531;1291;891;559;322;29066
149;st101_Malmi;20220301;2;Tapiola;*;Ajoneuvoluokka;HA - PA;182;87;70;77;130;589;2234;2740;2355;1691;1527;1611;1693;1915;2147;2689;2733;2284;1909;1661;1374;861;517;314;33390
149;st101_Malmi;20220302;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;149;110;68;69;107;393;1368;1971;2073;1480;1405;1406;1550;1757;2244;2837;2621;2433;1924;1540;1355;1025;616;285;30786
149;st101_Malmi;20220302;2;Tapiola;*;Ajoneuvoluokka;HA - PA;156;103;79;83;132;640;2316;2558;2494;1734;1522;1545;1673;1738;2131;2682;2611;2300;1975;1542;1494;918;596;294;33316
149;st101_Malmi;20220303;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;170;76;68;46;109;364;1336;1937;2148;1499;1359;1531;1586;1803;2310;2868;2445;2423;2017;1601;1313;1010;604;299;30922
149;st101_Malmi;20220303;2;Tapiola;*;Ajoneuvoluokka;HA - PA;202;73;82;69;134;633;2236;2640;2486;1781;1533;1590;1689;1959;2156;2767;2610;2295;1925;1607;1465;982;562;294;33770
149;st101_Malmi;20220304;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;181;92;67;67;121;357;1274;1830;1938;1548;1488;1687;1855;2122;2584;2518;2594;2380;1967;1556;1256;927;654;472;31535
149;st101_Malmi;20220304;2;Tapiola;*;Ajoneuvoluokka;HA - PA;213;95;80;80;135;605;2167;2480;2129;1707;1523;1676;1837;2044;2428;2786;2611;2347;1920;1583;1369;977;719;436;33947
149;st101_Malmi;20220305;1;Itäkeskus;*;Ajoneuvoluokka;HA - PA;269;183;167;131;134;194;347;453;749;1400;1753;1839;2029;2257;2244;2225;2083;1873;1671;1275;1121;814;640;384;26235
