pistetunnus;sijainti;pvm;suunta;suuntaselite;kaista;jaottelu;ajoneuvoluokka;00_01;01_02;02_03;03_04;04_05;05_06;06_07;07_08;08_09;09_10;10_11;11_12;12_13;13_14;14_15;15_16;16_17;17_18;18_19;19_20;20_21;21_22;22_23;23_24;yhteensa
154;vt4_Viikinmäki;20190301;1;Lahti;*;Ajoneuvoluokka;HA - PA;160;88;97;69;95;162;415;807;990;832;1074;1229;1332;1584;2266;2869;2658;1902;1415;1029;827;801;564;455;23720
154;vt4_Viikinmäki;20190301;2;Helsinki;*;Ajoneuvoluokka;HA - PA;96;64;61;35;137;650;2548;2684;2560;1655;1126;1295;1237;1219;1309;1374;1551;1341;1170;961;732;508;403;320;25036
154;vt4_Viikinmäki;20190302;1;Lahti;*;Ajoneuvoluokka;HA - PA;321;260;204;179;179;145;163;258;399;744;983;1129;1175;1284;1283;1258;1334;1199;944;980;699;606;554;367;16647
154;vt4_Viikinmäki;20190302;2;Helsinki;*;Ajoneuvoluokka;HA - PA;223;182;143;112;114;182;402;494;628;1051;1070;1195;1306;1354;1394;1471;1268;1172;1032;829;619;489;354;273;17357
154;vt4_Viikinmäki;20190303;1;Lahti;*;Ajoneuvoluokka;HA - PA;306;290;232;225;198;145;135;198;276;489;806;987;1070;1195;1253;1343;1347;1160;1051;940;732;538;418;139;15473
154;vt4_Viikinmäki;20190303;2;Helsinki;*;Ajoneuvoluokka;HA - PA;241;228;165;148;135;172;275;296;418;693;861;1033;1173;1310;1373;1398;1374;1343;1266;1003;647;434;252;146;16384
154;vt4_Viikinmäki;20190304;1;Lahti;*;Ajoneuvoluokka;HA - PA;157;82;67;42;65;146;461;878;939;822;908;963;1029;1242;1825;3019;2853;1985;1318;1069;841;695;395;165;21966
154;vt4_Viikinmäki;20190304;2;Helsinki;*;Ajoneuvoluokka;HA - PA;72;54;47;47;140;704;2592;3006;2766;1609;1053;1065;1140;1022;1006;1207;1320;1048;896;739;651;406;249;93;22932
154;vt4_Viikinmäki;20190305;1;Lahti;*;Ajoneuvoluokka;HA - PA;137;66;61;46;70;137;382;859;926;763;881;983;994;1242;1805;2911;2804;1967;1405;1156;1017;1114;455;263;22444
154;vt4_Viikinmäki;20190305;2;Helsinki;*;Ajoneuvoluokka;HA - PA;69;48;36;46;160;733;2435;2725;2997;1656;1079;1170;1123;1046;1033;1193;1391;1434;1034;765;673;438;269;129;23682
154;vt4_Viikinmäki;20190306;1;Lahti;*;Ajoneuvoluokka;HA - PA;157;85;76;51;76;152;418;818;885;764;880;1025;1104;1327;1914;2956;2876;2131;1434;1112;1014;1012;463;214;22944
154;vt4_Viikinmäki;20190306;2;Helsinki;*;Ajoneuvoluokka;HA - PA;72;65;56;52;159;689;2570;3039;2869;1599;1204;1107;1140;1057;1187;1222;1504;1448;1000;816;711;478;245;129;24418
154;vt4_Viikinmäki;20190307;1;Lahti;*;Ajoneuvoluokka;HA - PA;138;86;78;46;62;142;447;838;1013;812;922;1007;1102;1322;1897;2846;2807;2220;1371;1064;1017;721;460;204;22622
154;vt4_Viikinmäki;20190307;2;Helsinki;*;Ajoneuvoluokka;HA - PA;73;55;39;54;143;695;2736;3002;2768;1689;1152;1183;1200;1086;1110;1267;1312;1163;978;804;712;464;282;140;24107
154;vt4_Viikinmäki;20190308;1;Lahti;*;Ajoneuvoluokka;HA - PA;166;108;101;83;93;152;421;838;882;820;955;1182;1340;1593;2199;2917;2588;1729;1222;998;847;758;639;346;22977
154;vt4_Viikinmäki;20190308;2;Helsinki;*;Ajoneuvoluokka;HA - PA;94;78;61;57;164;681;2537;2637;2451;1593;1087;1140;1173;1137;1232;1419;1379;1265;1090;870;699;527;397;256;24024
154;vt4_Viikinmäki;20190309;1;Lahti;*;Ajoneuvoluokka;HA - PA;289;222;194;160;155;154;154;251;423;680;892;994;1070;1148;1234;1376;1266;1130;917;948;743;640;588;339;15967
154;vt4_Viikinmäki;20190309;2;Helsinki;*;Ajoneuvoluokka;HA - PA;214;190;132;111;136;173;462;436;668;958;983;1096;1209;1286;1258;1366;1237;1173;1041;819;641;502;373;312;16776
154;vt4_Viikinmäki;20190310;1;Lahti;*;Ajoneuvoluokka;HA - PA;371;249;236;206;207;141;123;190;269;494;791;870;950;1182;1106;1224;1248;1106;1028;963;729;562;360;148;14753
154;vt4_Viikinmäki;20190310;2;Helsinki;*;Ajoneuvoluokka;HA - PA;216;153;179;151;134;156;259;265;397;653;746;944;1057;1168;1240;1305;1252;1328;1179;898;662;445;252;124;15163
154;vt4_Viikinmäki;20190311;1;Lahti;*;Ajoneuvoluokka;HA - PA;129;124;79;46;59;149;471;813;958;789;907;883;1093;1180;1781;3001;2858;1961;1350;1090;900;626;367;178;21792
154;vt4_Viikinmäki;20190311;2;Helsinki;*;Ajoneuvoluokka;HA - PA;87;55;40;39;139;699;2626;2909;2822;1650;1039;1116;1118;938;1010;1213;1274;1168;897;694;623;394;236;94;22880
154;vt4_Viikinmäki;20190312;1;Lahti;*;Ajoneuvoluokka;HA - PA;134;63;73;55;59;153;403;839;924;797;827;959;1095;1281;1832;3009;2819;1952;1407;1147;954;690;393;193;22058
154;vt4_Viikinmäki;20190312;2;Helsinki;*;Ajoneuvoluokka;HA - PA;68;38;42;51;111;697;2665;3098;2516;1755;1158;1111;1099;969;1019;1207;1352;1144;998;728;657;443;231;111;23268
154;vt4_Viikinmäki;20190313;1;Lahti;*;Ajoneuvoluokka;HA - PA;130;95;67;51;68;148;435;820;984;801;858;1027;1057;1241;1872;2929;2885;2006;1430;1139;973;776;427;192;22411
154;vt4_Viikinmäki;20190313;2;Helsinki;*;Ajoneuvoluokka;HA - PA;77;43;43;41;144;695;2648;3148;2689;1701;1077;1136;1129;1052;1059;1255;1479;1215;970;827;707;466;231;122;23954
154;vt4_Viikinmäki;20190314;1;Lahti;*;Ajoneuvoluokka;HA - PA;138;81;88;70;70;173;446;854;961;830;882;940;1089;1342;1862;2971;2922;1989;1422;1156;1059;920;458;261;22984
154;vt4_Viikinmäki;20190314;2;Helsinki;*;Ajoneuvoluokka;HA - PA;73;64;74;61;147;657;2630;2875;2823;1638;1095;1085;1126;1056;1079;1262;1484;1325;1119;773;723;433;270;133;24005
154;vt4_Viikinmäki;20190315;1;Lahti;*;Ajoneuvoluokka;HA - PA;122;107;84;72;95;163;460;861;962;796;977;1087;1292;1610;2247;3030;2779;1857;1321;1070;928;710;530;334;23494
154;vt4_Viikinmäki;20190315;2;Helsinki;*;Ajoneuvoluokka;HA - PA;101;64;41;71;151;691;2497;2640;2583;1658;1193;1289;1238;1229;1310;1404;1375;1346;1066;865;753;465;339;292;24661
154;vt4_Viikinmäki;20190316;1;Lahti;*;Ajoneuvoluokka;HA - PA;290;209;210;187;164;162;168;267;406;640;932;1011;1119;1349;1395;1541;1476;1356;1093;955;670;680;546;360;17186
154;vt4_Viikinmäki;20190316;2;Helsinki;*;Ajoneuvoluokka;HA - PA;206;172;141;129;140;174;437;500;813;1267;1273;1404;1428;1420;1333;1286;1156;1168;1026;811;666;486;326;298;18060
154;vt4_Viikinmäki;20190317;1;Lahti;*;Ajoneuvoluokka;HA - PA;319;260;214;213;194;152;106;193;237;471;756;894;1054;1311;1296;1414;1436;1321;1035;909;771;520;369;134;15579
154;vt4_Viikinmäki;20190317;2;Helsinki;*;Ajoneuvoluokka;HA - PA;255;180;168;149;116;141;248;333;440;882;1080;1103;1236;1304;1314;1379;1310;1220;1119;901;692;423;261;142;16396
154;vt4_Viikinmäki;20190318;1;Lahti;*;Ajoneuvoluokka;HA - PA;128;93;68;52;67;156;497;858;941;848;830;946;996;1143;1752;3027;2804;1905;1338;1130;850;695;388;161;21673
154;vt4_Viikinmäki;20190318;2;Helsinki;*;Ajoneuvoluokka;HA - PA;77;59;47;60;147;675;2570;2871;2789;1710;1075;1134;1048;998;1017;1181;1341;1138;889;708;649;400;234;108;22925
154;vt4_Viikinmäki;20190319;1;Lahti;*;Ajoneuvoluokka;HA - PA;112;83;57;46;77;146;423;858;966;816;937;1018;1052;1289;1880;2924;2872;2027;1400;1089;993;741;372;199;22377
154;vt4_Viikinmäki;20190319;2;Helsinki;*;Ajoneuvoluokka;HA - PA;62;41;32;62;132;716;2662;2853;2935;1702;1127;1137;1157;1037;1061;1195;1388;1179;962;771;654;425;235;111;23636
154;vt4_Viikinmäki;20190320;1;Lahti;*;Ajoneuvoluokka;HA - PA;113;65;72;67;77;157;452;868;981;813;928;1001;1100;1234;1851;2804;2835;2118;1408;1134;978;833;452;206;22547
154;vt4_Viikinmäki;20190320;2;Helsinki;*;Ajoneuvoluokka;HA - PA;81;46;60;60;140;713;2600;3082;2796;1747;1114;1183;1171;1056;1067;1234;1413;1280;1027;813;720;451;254;123;24231
154;vt4_Viikinmäki;20190321;1;Lahti;*;Ajoneuvoluokka;HA - PA;146;93;81;73;77;166;438;875;978;847;868;1029;1126;1361;1973;2987;2861;2048;1396;1135;976;808;452;247;23041
154;vt4_Viikinmäki;20190321;2;Helsinki;*;Ajoneuvoluokka;HA - PA;76;56;51;52;152;679;2591;2888;2960;1732;1120;1160;1210;1088;1176;1263;1402;1298;996;792;722;483;267;130;24344
154;vt4_Viikinmäki;20190322;1;Lahti;*;Ajoneuvoluokka;HA - PA;136;86;99;73;84;163;425;825;927;849;1006;1161;1280;1535;2235;2957;2528;1829;1265;954;793;782;571;325;22888
154;vt4_Viikinmäki;20190322;2;Helsinki;*;Ajoneuvoluokka;HA - PA;68;61;54;73;147;708;2511;2680;2532;1608;1104;1192;1156;1164;1287;1471;1413;1351;1069;854;736;495;370;252;24356
154;vt4_Viikinmäki;20190323;1;Lahti;*;Ajoneuvoluokka;HA - PA;350;231;198;196;178;155;163;253;408;681;879;1049;1086;1140;1239;1296;1239;1125;894;799;944;662;501;400;16066
154;vt4_Viikinmäki;20190323;2;Helsinki;*;Ajoneuvoluokka;HA - PA;223;206;143;139;139;193;493;506;696;980;950;1135;1233;1278;1310;1387;1246;1124;984;743;669;481;332;297;16887
154;vt4_Viikinmäki;20190324;1;Lahti;*;Ajoneuvoluokka;HA - PA;302;222;209;189;196;155;138;208;275;479;792;978;1025;1238;1212;1229;1357;1188;1136;965;811;581;353;144;15382
154;vt4_Viikinmäki;20190324;2;Helsinki;*;Ajoneuvoluokka;HA - PA;251;164;171;137;130;150;307;267;412;739;848;1027;1106;1244;1317;1420;1336;1318;1265;1024;739;443;214;106;16135
154;vt4_Viikinmäki;20190325;1;Lahti;*;Ajoneuvoluokka;HA - PA;143;106;65;54;47;172;464;859;967;843;948;947;1059;1217;1780;2939;2874;1949;1305;1110;919;697;379;151;21994
154;vt4_Viikinmäki;20190325;2;Helsinki;*;Ajoneuvoluokka;HA - PA;73;50;38;50;162;684;2590;2828;2795;1687;1121;1090;1154;1003;1050;1131;1413;1135;895;715;634;393;252;116;23059
154;vt4_Viikinmäki;20190326;1;Lahti;*;Ajoneuvoluokka;HA - PA;111;81;72;51;60;143;462;854;982;838;917;1063;1023;1253;1823;3017;2962;2096;1427;1109;1053;694;428;202;22721
154;vt4_Viikinmäki;20190326;2;Helsinki;*;Ajoneuvoluokka;HA - PA;39;42;46;45;143;716;2704;3127;2972;1681;1137;1185;1113;1079;1088;1167;1409;1248;1009;797;643;413;279;123;24205
154;vt4_Viikinmäki;20190327;1;Lahti;*;Ajoneuvoluokka;HA - PA;113;99;67;35;66;134;452;874;972;861;938;1051;1072;1288;1981;2973;2869;2076;1490;1205;1061;1110;462;224;23473
154;vt4_Viikinmäki;20190327;2;Helsinki;*;Ajoneuvoluokka;HA - PA;53;57;39;50;133;740;2809;2978;2924;1679;1144;1194;1215;1145;1105;1260;1545;1457;1106;795;683;462;261;119;24953
154;vt4_Viikinmäki;20190328;1;Lahti;*;Ajoneuvoluokka;HA - PA;150;105;79;68;79;145;465;885;962;877;909;1007;1210;1343;1998;3023;2878;2086;1460;1233;1008;790;487;209;23456
154;vt4_Viikinmäki;20190328;2;Helsinki;*;Ajoneuvoluokka;HA - PA;93;61;42;68;160;729;2720;3047;2800;1721;1144;1230;1162;1116;1160;1303;1460;1209;1002;897;795;478;250;135;24782
154;vt4_Viikinmäki;20190329;1;Lahti;*;Ajoneuvoluokka;HA - PA;180;93;134;78;123;161;431;809;943;876;1041;1212;1348;1806;2301;2975;2613;1711;1308;1078;913;766;578;381;23859
154;vt4_Viikinmäki;20190329;2;Helsinki;*;Ajoneuvoluokka;HA - PA;103;82;85;93;171;698;2590;2637;2559;1593;1158;1222;1169;1272;1301;1377;1338;1271;1116;936;838;544;396;277;24826
154;vt4_Viikinmäki;20190330;1;Lahti;*;Ajoneuvoluokka;HA - PA;295;218;170;156;168;156;171;316;486;737;1015;1074;1077;1269;1245;1262;1494;1240;951;953;991;650;590;369;17053
154;vt4_Viikinmäki;20190330;2;Helsinki;*;Ajoneuvoluokka;HA - PA;187;170;142;113;147;215;490;518;735;1048;1075;1186;1317;1465;1421;1530;1319;1144;1037;836;710;493;419;283;18000
154;vt4_Viikinmäki;20190331;1;Lahti;*;Ajoneuvoluokka;HA - PA;359;277;242;124;114;194;169;211;205;370;665;938;933;1148;1228;1302;1346;1134;1014;961;819;611;411;175;14950
154;vt4_Viikinmäki;20190331;2;Helsinki;*;Ajoneuvoluokka;HA - PA;280;223;170;82;88;183;315;264;352;548;725;920;1003;1199;1241;1337;1331;1327;1097;1063;775;543;287;152;15505
154;vt4_Viikinmäki;20190401;1;Lahti;*;Ajoneuvoluokka;HA - PA;166;104;70;59;60;166;445;833;1010;853;929;1055;1118;1311;1880;3075;2930;2087;1419;1155;968;754;424;181;23052
154;vt4_Viikinmäki;20190401;2;Helsinki;*;Ajoneuvoluokka;HA - PA;83;56;45;52;154;696;2616;2906;2877;1845;1139;1241;1133;1123;1073;1237;1384;1173;991;811;699;471;257;123;24185
154;vt4_Viikinmäki;20190402;1;Lahti;*;Ajoneuvoluokka;HA - PA;128;67;70;42;71;141;427;824;1016;873;928;981;1132;1332;1826;3041;3013;2261;1433;1149;1022;776;403;232;23188
154;vt4_Viikinmäki;20190402;2;Helsinki;*;Ajoneuvoluokka;HA - PA;68;55;45;40;137;699;2732;3061;2958;1811;1198;1151;1158;1093;1018;1230;1396;1245;950;853;711;471;247;126;24453
154;vt4_Viikinmäki;20190403;1;Lahti;*;Ajoneuvoluokka;HA - PA;120;99;81;53;79;152;425;812;1006;880;972;979;1110;1341;1937;3108;2980;2189;1451;1177;1105;924;446;198;23624
154;vt4_Viikinmäki;20190403;2;Helsinki;*;Ajoneuvoluokka;HA - PA;63;46;44;52;146;719;2688;3030;2879;1844;1181;1231;1245;1136;1127;1280;1503;1340;1062;867;728;491;309;135;25146
154;vt4_Viikinmäki;20190404;1;Lahti;*;Ajoneuvoluokka;HA - PA;156;99;87;61;78;142;420;858;987;878;946;1042;1173;1432;2096;2866;3055;2288;1694;1243;1080;931;497;266;24375
154;vt4_Viikinmäki;20190404;2;Helsinki;*;Ajoneuvoluokka;HA - PA;87;55;50;38;145;718;2602;2965;3034;1908;1322;1295;1241;1165;1206;1347;1465;1253;1102;898;813;532;293;179;25713
154;vt4_Viikinmäki;20190405;1;Lahti;*;Ajoneuvoluokka;HA - PA;156;99;94;88;98;152;448;823;994;868;1002;1216;1405;1750;2356;3074;2729;1926;1579;1049;915;1142;627;400;24990
154;vt4_Viikinmäki;20190405;2;Helsinki;*;Ajoneuvoluokka;HA - PA;113;78;59;81;156;714;2651;2647;2525;1844;1426;1330;1302;1254;1313;1400;1650;1524;1217;949;786;571;415;304;26309
154;vt4_Viikinmäki;20190406;1;Lahti;*;Ajoneuvoluokka;HA - PA;307;234;200;168;177;139;137;274;457;700;939;1068;1191;1324;1473;1557;1424;1334;1145;889;819;723;613;693;17985
154;vt4_Viikinmäki;20190406;2;Helsinki;*;Ajoneuvoluokka;HA - PA;228;196;153;124;129;193;484;465;739;1498;1292;1393;1364;1381;1338;1318;1179;1209;1186;960;739;507;433;352;18860
154;vt4_Viikinmäki;20190407;1;Lahti;*;Ajoneuvoluokka;HA - PA;388;280;221;198;164;153;123;195;290;514;743;983;1123;1352;1388;1531;1543;1353;1204;1067;744;638;432;144;16771
154;vt4_Viikinmäki;20190407;2;Helsinki;*;Ajoneuvoluokka;HA - PA;267;205;165;156;138;147;288;321;475;969;1124;1207;1237;1387;1329;1410;1305;1443;1225;1013;798;487;267;125;17488
154;vt4_Viikinmäki;20190408;1;Lahti;*;Ajoneuvoluokka;HA - PA;198;131;67;49;54;149;470;886;983;913;973;1074;1017;1330;1895;3014;2963;2028;1379;1054;978;1033;472;177;23287
154;vt4_Viikinmäki;20190408;2;Helsinki;*;Ajoneuvoluokka;HA - PA;82;49;44;65;128;744;2615;3061;3041;1762;1116;1167;1177;1081;1081;1251;1526;1297;997;773;674;440;237;104;24512
154;vt4_Viikinmäki;20190409;1;Lahti;*;Ajoneuvoluokka;HA - PA;122;71;68;46;63;152;467;918;997;854;922;1001;1136;1296;1912;2985;2991;2131;1502;1139;1129;833;432;172;23339
154;vt4_Viikinmäki;20190409;2;Helsinki;*;Ajoneuvoluokka;HA - PA;56;40;26;52;137;732;2647;3070;3072;1796;1164;1243;1202;1091;1054;1287;1412;1254;1047;783;675;467;266;108;24681
154;vt4_Viikinmäki;20190410;1;Lahti;*;Ajoneuvoluokka;HA - PA;123;116;64;45;60;159;443;890;938;858;894;1050;1109;1232;1847;2896;3026;2162;1446;1198;1132;780;518;196;23182
154;vt4_Viikinmäki;20190410;2;Helsinki;*;Ajoneuvoluokka;HA - PA;76;58;38;56;149;693;2520;2893;3127;1720;1135;1186;1209;1118;1150;1342;1470;1291;1078;838;695;532;256;110;24740
154;vt4_Viikinmäki;20190411;1;Lahti;*;Ajoneuvoluokka;HA - PA;167;103;80;71;80;155;472;937;1021;843;905;1034;1173;1362;1883;2988;2945;2110;1438;1199;1040;780;507;225;23518
154;vt4_Viikinmäki;20190411;2;Helsinki;*;Ajoneuvoluokka;HA - PA;96;54;66;68;134;741;2717;3126;2905;1737;1178;1270;1216;1111;1156;1293;1539;1277;1025;853;782;473;271;153;25241
154;vt4_Viikinmäki;20190412;1;Lahti;*;Ajoneuvoluokka;HA - PA;168;112;126;79;83;168;464;853;949;907;1021;1244;1283;1702;2390;3005;2715;1886;1525;1049;897;958;632;350;24566
154;vt4_Viikinmäki;20190412;2;Helsinki;*;Ajoneuvoluokka;HA - PA;109;74;57;92;162;697;2612;2755;2619;1731;1223;1282;1371;1322;1380;1491;1476;1418;1087;982;784;595;373;268;25960
154;vt4_Viikinmäki;20190413;1;Lahti;*;Ajoneuvoluokka;HA - PA;311;202;213;197;183;155;157;304;447;738;943;1089;1285;1375;1483;1484;1554;1351;1261;969;781;677;580;387;18126
154;vt4_Viikinmäki;20190413;2;Helsinki;*;Ajoneuvoluokka;HA - PA;203;166;155;127;151;214;529;570;963;1354;1314;1410;1504;1343;1411;1321;1168;1203;1097;902;656;505;383;313;18962
154;vt4_Viikinmäki;20190414;1;Lahti;*;Ajoneuvoluokka;HA - PA;365;274;240;197;179;150;118;226;283;434;753;989;1070;1253;1262;1422;1445;1332;1233;1038;685;620;420;238;16226
154;vt4_Viikinmäki;20190414;2;Helsinki;*;Ajoneuvoluokka;HA - PA;281;190;192;138;135;182;344;351;577;806;921;1160;1218;1272;1309;1423;1324;1391;1210;971;635;451;292;152;16925
154;vt4_Viikinmäki;20190415;1;Lahti;*;Ajoneuvoluokka;HA - PA;271;178;96;59;69;167;468;892;1019;894;1001;1071;1122;1267;1922;3011;2882;1976;1325;1031;981;974;386;226;23288
154;vt4_Viikinmäki;20190415;2;Helsinki;*;Ajoneuvoluokka;HA - PA;118;64;48;75;143;738;2534;2835;3062;1763;1182;1088;1152;1081;1104;1255;1550;1335;963;787;702;444;272;126;24421
154;vt4_Viikinmäki;20190416;1;Lahti;*;Ajoneuvoluokka;HA - PA;123;79;64;40;67;172;458;904;1036;931;994;1053;1195;1360;1965;3016;2921;2148;1556;1168;1124;815;421;199;23809
154;vt4_Viikinmäki;20190416;2;Helsinki;*;Ajoneuvoluokka;HA - PA;91;40;49;49;144;718;2722;2916;3021;1832;1176;1234;1205;1088;1149;1296;1450;1170;1064;856;825;562;248;133;25038
154;vt4_Viikinmäki;20190417;1;Lahti;*;Ajoneuvoluokka;HA - PA;144;99;71;69;53;156;477;851;1041;897;1058;1199;1251;1465;1992;3028;2991;2241;1514;1218;1118;815;451;251;24450
154;vt4_Viikinmäki;20190417;2;Helsinki;*;Ajoneuvoluokka;HA - PA;94;52;50;54;149;731;2565;2968;2860;1768;1231;1228;1188;1220;1212;1308;1419;1326;1102;928;887;561;335;139;25375
154;vt4_Viikinmäki;20190418;1;Lahti;*;Ajoneuvoluokka;HA - PA;161;91;89;64;71;171;452;860;991;944;1138;1357;1663;2036;2473;2842;2344;1615;1296;1132;909;891;650;323;24563
154;vt4_Viikinmäki;20190418;2;Helsinki;*;Ajoneuvoluokka;HA - PA;98;70;45;71;154;714;2420;2449;2324;1650;1170;1180;1182;1260;1316;1268;1394;1308;1198;1026;920;590;353;264;24424
154;vt4_Viikinmäki;20190419;1;Lahti;*;Ajoneuvoluokka;HA - PA;245;184;149;123;133;118;136;256;417;725;1268;1298;1237;1273;1182;1206;1147;969;896;654;643;494;348;312;15413
154;vt4_Viikinmäki;20190419;2;Helsinki;*;Ajoneuvoluokka;HA - PA;174;114;100;87;98;186;485;405;566;761;917;1086;1139;1220;1154;1048;982;905;843;765;606;452;347;292;14732
154;vt4_Viikinmäki;20190420;1;Lahti;*;Ajoneuvoluokka;HA - PA;232;168;174;146;114;148;127;186;301;554;839;914;1014;1137;1205;1174;1191;1046;821;664;637;496;435;286;14009
154;vt4_Viikinmäki;20190420;2;Helsinki;*;Ajoneuvoluokka;HA - PA;186;139;120;103;93;179;386;369;476;859;982;1196;1179;1167;1063;1037;971;883;862;695;645;494;389;291;14764
154;vt4_Viikinmäki;20190421;1;Lahti;*;Ajoneuvoluokka;HA - PA;310;249;206;178;165;121;107;186;211;389;720;831;920;1102;1142;1198;1219;976;983;905;710;587;433;243;14091
154;vt4_Viikinmäki;20190421;2;Helsinki;*;Ajoneuvoluokka;HA - PA;189;152;137;123;104;115;291;245;345;651;788;994;1078;1173;1241;1187;1172;1195;1160;1037;864;595;355;234;15425
154;vt4_Viikinmäki;20190422;1;Lahti;*;Ajoneuvoluokka;HA - PA;196;152;105;77;94;80;119;157;207;404;715;751;784;992;978;1136;1148;974;1020;917;658;577;422;166;12829
154;vt4_Viikinmäki;20190422;2;Helsinki;*;Ajoneuvoluokka;HA - PA;173;88;74;70;67;122;357;290;307;453;633;830;1048;1290;1399;1523;1536;1653;1492;1235;1059;648;354;179;16880
154;vt4_Viikinmäki;20190423;1;Lahti;*;Ajoneuvoluokka;HA - PA;172;192;73;45;71;146;475;862;954;810;1014;1054;1116;1244;1919;2858;2875;2087;1287;1109;1105;896;499;208;23071
154;vt4_Viikinmäki;20190423;2;Helsinki;*;Ajoneuvoluokka;HA - PA;112;62;54;54;136;741;2541;2762;3020;1745;1211;1162;1143;1228;1142;1330;1564;1439;1039;864;754;541;277;149;25070
154;vt4_Viikinmäki;20190424;1;Lahti;*;Ajoneuvoluokka;HA - PA;111;108;105;52;79;166;469;896;987;887;1024;1064;1153;1323;1881;2913;2877;2064;1387;1232;1171;891;524;227;23591
154;vt4_Viikinmäki;20190424;2;Helsinki;*;Ajoneuvoluokka;HA - PA;83;48;40;62;140;734;2672;2931;2877;1717;1159;1167;1188;1160;1129;1329;1467;1370;1172;935;809;518;278;158;25143
154;vt4_Viikinmäki;20190425;1;Lahti;*;Ajoneuvoluokka;HA - PA;176;103;77;62;88;173;476;912;1061;925;1052;1044;1288;1357;1955;2928;2992;2267;1510;1242;1119;891;556;233;24487
154;vt4_Viikinmäki;20190425;2;Helsinki;*;Ajoneuvoluokka;HA - PA;106;70;50;49;150;784;2654;2988;2926;1821;1237;1270;1192;1185;1190;1316;1440;1254;1106;995;784;565;317;171;25620
154;vt4_Viikinmäki;20190426;1;Lahti;*;Ajoneuvoluokka;HA - PA;195;105;99;89;107;163;455;854;981;917;1049;1263;1329;1710;2282;3056;2868;1887;1371;1026;941;1061;721;372;24901
154;vt4_Viikinmäki;20190426;2;Helsinki;*;Ajoneuvoluokka;HA - PA;96;61;60;85;121;763;2590;2697;2615;1644;1123;1218;1249;1318;1277;1521;1445;1488;1123;965;834;606;397;271;25567
154;vt4_Viikinmäki;20190427;1;Lahti;*;Ajoneuvoluokka;HA - PA;293;233;193;155;144;151;171;318;597;808;1026;1078;1142;1183;1259;1289;1352;1184;973;914;800;778;619;396;17056
154;vt4_Viikinmäki;20190427;2;Helsinki;*;Ajoneuvoluokka;HA - PA;214;163;134;128;112;219;579;625;834;1023;1026;1207;1257;1275;1243;1254;1135;1221;1132;897;762;629;460;338;17867
154;vt4_Viikinmäki;20190428;1;Lahti;*;Ajoneuvoluokka;HA - PA;361;278;246;232;205;145;146;194;301;420;748;925;1045;1149;1164;1206;1226;1195;1169;1002;737;701;468;191;15454
154;vt4_Viikinmäki;20190428;2;Helsinki;*;Ajoneuvoluokka;HA - PA;252;190;187;154;119;153;318;315;454;666;809;1030;1181;1252;1378;1376;1258;1519;1309;1013;774;546;327;142;16722
154;vt4_Viikinmäki;20190429;1;Lahti;*;Ajoneuvoluokka;HA - PA;169;166;67;58;73;167;458;847;949;939;987;1017;1133;1327;1860;3015;3032;2229;1477;1262;1107;868;471;200;23878
154;vt4_Viikinmäki;20190429;2;Helsinki;*;Ajoneuvoluokka;HA - PA;109;48;49;58;161;733;2493;2880;3096;1810;1164;1230;1192;1140;1169;1304;1518;1249;1026;908;790;480;276;128;25011
154;vt4_Viikinmäki;20190430;1;Lahti;*;Ajoneuvoluokka;HA - PA;150;78;75;69;91;151;460;809;928;907;1123;1193;1333;1674;2399;3031;2501;1444;1087;775;745;612;656;440;22731
154;vt4_Viikinmäki;20190430;2;Helsinki;*;Ajoneuvoluokka;HA - PA;97;49;51;71;150;755;2584;2894;2568;1651;1177;1142;1195;1152;1415;1466;1352;1254;1003;753;643;525;417;373;24737
154;vt4_Viikinmäki;20190501;1;Lahti;*;Ajoneuvoluokka;HA - PA;378;261;299;243;274;228;192;200;267;341;505;628;731;986;1036;1091;1159;1058;1001;880;787;561;356;180;13642
154;vt4_Viikinmäki;20190501;2;Helsinki;*;Ajoneuvoluokka;HA - PA;293;228;208;197;177;289;550;447;445;587;787;1072;1113;1088;1109;926;859;902;978;863;687;463;267;148;14683
154;vt4_Viikinmäki;20190502;1;Lahti;*;Ajoneuvoluokka;HA - PA;164;84;94;61;74;167;492;848;976;917;955;1103;1192;1422;1901;2864;2939;2400;1447;1106;969;740;464;272;23651
154;vt4_Viikinmäki;20190502;2;Helsinki;*;Ajoneuvoluokka;HA - PA;99;61;52;65;159;677;2496;2923;3014;1778;1123;1230;1247;1235;1228;1335;1553;1351;1078;851;785;470;277;104;25191
154;vt4_Viikinmäki;20190503;1;Lahti;*;Ajoneuvoluokka;HA - PA;121;79;81;61;67;176;452;853;960;863;1050;1147;1304;1626;2224;2947;2733;1936;1355;1056;1019;825;555;364;23854
154;vt4_Viikinmäki;20190503;2;Helsinki;*;Ajoneuvoluokka;HA - PA;83;52;43;62;141;726;2501;2723;2511;1638;1163;1235;1218;1158;1222;1414;1449;1356;1092;987;810;597;374;245;24800
154;vt4_Viikinmäki;20190504;1;Lahti;*;Ajoneuvoluokka;HA - PA;269;203;159;158;135;124;148;285;493;776;1086;1127;1143;1289;1339;1346;1226;1105;882;799;753;660;604;339;16448
154;vt4_Viikinmäki;20190504;2;Helsinki;*;Ajoneuvoluokka;HA - PA;221;133;126;104;120;202;507;526;742;1048;1119;1190;1215;1273;1288;1263;1117;1135;984;752;611;521;350;278;16825
